Team Name,Goalspg,Shotspg,yellowcardpg,redcardpg,Posseion%,PassAcc,AerialsWonpg,Shotedpg,Tacklespg,Interceptionpg,Foulspg,Offsidepg,ShotsOTpg,Dribblespg,Fouledpg,Rank
Fortuna Duesseldorf,1.058823529,12.6,2.294117647,0,46.4,77.5,17.6,13.8,14.6,11,12,1.6,3.5,7.6,12.6,17
Bayern Munich,2.588235294,18.7,1.176470588,0.0588235294,62.2,87.5,15.7,7.6,13.7,9.9,9.2,2.6,7.6,12.5,10.1,1
RB Leipzig,1.852941176,14.6,1.794117647,0.0294117647,49.5,75.3,22.4,9.4,19.3,12.2,13.7,2.6,5.4,9.2,11.6,3
Borussia Dortmund,2.382352941,13.2,1.176470588,0.0882352941,56.8,86,14,10.3,14.6,11.3,8.6,1.9,5.4,12.9,11.3,2
Bayer Leverkusen,2.029411765,15.2,1.470588235,0.0294117647,57.7,84.4,16.6,11.4,17.1,10.5,10.8,1.9,5.8,9.6,11.3,4
Hoffenheim,2.058823529,18,1.911764706,0.0588235294,52.8,82,15.9,13.9,16.8,11.7,13.9,1.9,6.6,10.5,10.2,9
Eintracht Frankfurt,1.764705882,12.4,1.647058824,0.0882352941,47.6,73.1,24.6,13.4,17.6,10.6,12.4,2.4,4.5,8.6,10.2,7
Wolfsburg,1.823529412,12.5,1.823529412,0,52.5,78.6,18.9,13.1,15.9,12.5,10.5,2,4.9,7.5,12.9,6
Borussia M.Gladbach,1.617647059,13.5,1.264705882,0,52.3,84.3,13.2,13.3,14.7,9.1,9.8,2.1,4.7,8.3,10.5,5
Werder Bremen,1.705882353,13.9,1.705882353,0.0882352941,51.2,80,18.1,14,16.1,12,12.9,1.2,5.2,6.5,10.2,8
Hertha Berlin,1.441176471,11.9,1.794117647,0.147058824,48.6,78.4,20.9,14.8,15.8,11.2,13.1,2.2,4.4,9,11,11
Mainz 05,1.352941176,14.6,1.647058824,0,46.9,77.1,19.6,15.2,15.5,11.6,12.6,2.4,4.4,9.3,10.6,12
Fortuna Duesseldorf,1.441176471,12.3,1.970588235,0.0294117647,44.4,77.4,18.7,14.5,18.4,12.3,12.7,1.4,4.7,6.8,11.9,10
Schalke 04,1.088235294,12.2,2.088235294,0.147058824,46.9,76.3,18,13.7,18.6,12.3,13.4,2.3,3.9,10.5,11.7,14
Augsburg,1.5,13.4,1.617647059,0.0294117647,46.8,74.5,20,15.3,17.4,13.7,13.5,2.5,4.8,6.4,10.3,15
Freiburg,1.352941176,12.5,1.5,0.0882352941,45.4,78.2,16.9,15.4,16.8,11,12.1,1.5,4.8,6.9,12,13
VfB Stuttgart,0.941176471,12,1.823529412,0.147058824,46.8,75.7,21.9,15.5,16.9,11.7,11,2,3.4,7,11.7,16
Hannover 96,0.911764706,11.3,1.735294118,0.117647059,47.4,76.8,18.6,16.7,17.1,13.5,12.4,1.7,3.6,8.1,12.4,17
Nuernberg,0.764705882,10.6,1.676470588,0.117647059,44.1,76,19,15.3,16.2,10.4,11.6,1.6,3.1,7.4,11.2,18
Bayern Munich,2.705882353,17.7,1.235294118,0,62.4,87.6,15.9,8.5,17.9,10.4,10.8,2,7,8.1,12.1,1
Schalke 04,1.558823529,11.9,1.882352941,0.0588235294,47.9,79,17.7,11.1,21.2,14.6,16.1,2.4,4.9,9.3,14.8,2
Borussia Dortmund,1.882352941,14.3,1.147058824,0.0882352941,56.9,82.7,17.8,10.8,20.4,9.9,11.9,2.4,5.2,8.9,12.4,4
Bayer Leverkusen,1.705882353,15,1.617647059,0.117647059,53.5,81.2,17.3,10.3,19,11.5,13.3,1.7,5.1,9.1,14.3,5
RB Leipzig,1.676470588,14.4,1.235294118,0.176470588,53.8,79.3,19.9,11.3,20.5,11.7,13.3,2.6,5.4,10.7,14.3,6
Hoffenheim,1.941176471,14,2.088235294,0,50.6,81.5,14.2,12.7,20.2,10.1,14.9,2.3,5.3,6.9,12.9,3
Borussia M.Gladbach,1.382352941,13.4,1.382352941,0,51.4,81.6,16.4,14.9,19.9,11.3,11.7,2.1,4.7,9.2,12.1,9
VfB Stuttgart,1.058823529,10.7,1.617647059,0.0588235294,47.3,77.1,20.2,13,20.5,12.2,13.6,2.1,3.6,7,12.6,7
Eintracht Frankfurt,1.323529412,11.5,2.117647059,0.0588235294,48.8,75.7,21,11.7,18.3,12,15.5,2.5,4.4,7.2,13.3,8
Augsburg,1.264705882,12.8,1.941176471,0.0588235294,46.7,73.2,21.7,13.8,21.3,11.8,14.4,2.1,4.3,5.4,12.1,12
Hertha Berlin,1.264705882,9.4,1.441176471,0.0882352941,47,76.6,21.3,12.9,19.3,11.4,14.5,1.4,3.9,7.1,13.7,10
Hannover 96,1.294117647,12.8,1.852941176,0,47.9,73.7,24.8,14.6,19.6,11.2,14.3,1.6,4.3,6.8,14.8,13
Werder Bremen,1.088235294,12.9,1.617647059,0,47.6,76.1,20.2,12.4,17.6,12.4,15.4,2,4.5,6,13,11
Mainz 05,1.117647059,12.2,1.735294118,0.0882352941,46,74.3,21.4,12.9,20.6,11.8,15.6,2,4.4,8,12.8,14
Wolfsburg,1.058823529,10.4,1.617647059,0.176470588,49.6,79.3,18.6,13.6,17.3,11.9,13.1,1.7,3.5,6.5,14.7,16
Freiburg,0.941176471,11.3,1.470588235,0.147058824,45.8,74.8,22.1,14.4,18.8,11.5,13.1,1.2,3.5,6.4,12.6,15
Hamburger SV,0.852941176,11.6,1.676470588,0.117647059,48.9,73.3,20.9,13.1,21.4,10.8,14.7,1.8,4.1,7.8,13.7,17
FC Koln,1.029411765,11.4,2,0.0294117647,47.9,77.1,20.4,15.7,19.9,11.4,14.1,2.4,3.4,6.8,14.1,18
Bayern Munich,2.617647059,18.3,1.382352941,0,64.5,87.3,16.4,8.9,16.5,19,10.6,2.6,6.8,12.3,12,1
RB Leipzig,1.941176471,13,1.941176471,0.0588235294,51.9,74.8,24.1,10,21.4,22.3,15.4,3.4,5.1,9.2,13.7,2
Borussia Dortmund,2.117647059,15.6,1.617647059,0.0588235294,58.6,82.5,17.3,10.3,17.2,16.3,12.1,2.4,6,12.1,15.9,3
Hoffenheim,1.882352941,14.6,1.852941176,0.0294117647,54.6,82.7,15.1,12.2,17,19.5,15.1,2.4,5.3,8.3,15.1,4
FC Koln,1.5,10.6,2.117647059,0.0294117647,45.5,74.2,21.8,14,20,21.2,13.9,2.8,3.5,7.1,13.8,5
Schalke 04,1.323529412,13,2.029411765,0.0882352941,51.5,79.2,20.3,11.7,18.1,23,14.9,2.8,4,8.6,12.9,10
Borussia M.Gladbach,1.323529412,12.1,1.352941176,0.0588235294,52.6,81.1,20.2,12.5,19.4,19.1,12.3,2.6,4.3,8.4,13,9
Bayer Leverkusen,1.558823529,13.1,1.470588235,0.117647059,52.8,78.1,19.6,11.6,20,20.4,14.1,2.2,5.2,10.1,11.7,12
Werder Bremen,1.794117647,11.1,1.970588235,0.0588235294,46.2,74.5,20,15.4,17.5,20.8,14,1.7,4.5,7.1,14.9,8
Hertha Berlin,1.264705882,10.2,1.852941176,0.0882352941,48.6,77,19.7,12.7,18.4,19.6,14.2,1.6,3.7,7,14.1,6
Wolfsburg,1,12.7,1.911764706,0.0882352941,50.8,78.4,19.5,13.1,17.5,20.2,15.1,1.7,4.2,7,14.1,16
Eintracht Frankfurt,1.058823529,11.2,2.470588235,0.176470588,49.9,75.6,19.4,10.1,16.5,24.4,15.8,1.9,3.6,8.4,13.7,11
Augsburg,1.029411765,10.9,1.970588235,0.0882352941,44,72.2,20.6,13.8,20,23.3,14.6,1.9,3.7,5.1,12.9,13
Mainz 05,1.294117647,12.2,1.970588235,0.205882353,47,70.4,21.9,12.5,18.3,22.9,14.5,3,4.5,8.2,13.8,15
Ingolstadt,1.058823529,13.4,2.029411765,0.176470588,46.9,66.5,28.9,12.1,19.1,21.2,16.3,2.2,4.8,6,16,17
Freiburg,1.235294118,12,1.647058824,0.0294117647,47.4,73.2,23,14.7,18.2,16.6,13.1,1.7,4.3,7.7,13.6,7
Hamburger SV,0.970588235,10.6,2.147058824,0.147058824,45.7,66.7,26.2,12.9,21.8,21.3,16.6,2.3,3.3,6.9,13.3,14
Darmstadt,0.823529412,10,1.970588235,0.147058824,41.2,68.3,21.9,16,20.1,20,15.1,2.4,2.8,5.6,13.1,18
Bayern Munich,2.323529412,18.4,1.352941176,0.0588235294,66.4,88,15.7,7.5,14.3,13.5,11.7,3.1,7.7,13.6,12.2,1
Borussia Dortmund,2.382352941,15.6,1.147058824,0,61,84.5,19.2,8,16.6,17.4,11.5,3.3,6.3,11.3,13.4,2
Bayer Leverkusen,1.647058824,14.3,1.911764706,0.117647059,52,74.6,26.9,10.6,20.2,22.4,15.4,3.3,5.5,10.9,14.4,3
Borussia M.Gladbach,1.970588235,13.4,1.323529412,0.0882352941,54.6,80.8,20.6,13.4,18.4,19.2,13.5,2.5,5.6,11.5,13.6,4
Schalke 04,1.5,14.3,1.882352941,0.0294117647,51.9,79.8,21.5,14.4,17.9,19.1,14.9,2.3,4.8,11,13.1,5
Wolfsburg,1.382352941,14.5,1.617647059,0.0882352941,55.9,82.9,19.4,11.4,16.9,17.9,13.5,2,5.7,10.5,13.2,8
Mainz 05,1.352941176,11.3,1.558823529,0.0294117647,47,73.4,22.5,13.9,19.5,20.1,15.6,2.7,4.4,9.8,14.3,6
Werder Bremen,1.529411765,13.4,2.264705882,0.0588235294,46.2,69.5,29.3,13,19.6,25.3,15.3,2.2,4.5,10.4,15.2,13
FC Koln,1.117647059,12.2,1.617647059,0.0588235294,46.2,75.8,22.8,14.3,19.6,17.3,12.9,2.9,4.8,7.1,13.6,9
Augsburg,1.176470588,13,2.382352941,0.0588235294,47.6,76.2,24.3,15.9,17.2,18.7,15.7,2,4.4,7.6,12.8,12
Hamburger SV,1.147058824,11,2.147058824,0.0882352941,49,73,26.4,13.8,19.8,20.3,17,1.8,3.9,8.9,13.6,10
Ingolstadt,0.970588235,12.5,2.323529412,0.0588235294,46.2,64.7,32.4,10.8,19.3,22.4,15.5,2.1,3.8,6.6,17.1,11
Hertha Berlin,1.235294118,9.7,1.941176471,0.0882352941,49.9,78.6,22.1,12.6,15.7,15.7,14.1,2,3.7,8.7,15.4,7
Hoffenheim,1.176470588,11.4,1.735294118,0.0882352941,47.1,75,17.1,16.2,17.9,19.8,14.1,1.9,3.9,8.9,14.2,15
Darmstadt,1.176470588,10.2,2.529411765,0.0294117647,37,55.9,28.4,15,19.2,22,16.4,2.3,3.4,3.9,15.5,14
VfB Stuttgart,1.558823529,14.6,1.882352941,0.147058824,48,72.8,21,13.6,18.6,20.1,14.9,2.7,5.5,10.4,12.8,17
Eintracht Frankfurt,0.970588235,10.7,2.735294118,0.0882352941,47.4,74.2,23.3,12.6,16.3,19.7,15.3,3.4,3.9,7.7,15,16
Hannover 96,0.911764706,11.2,1.941176471,0,46.7,73.7,27.3,14.9,17.6,18.2,15.3,2.3,3.7,8.7,13,18
Bayern Munich,2.264705882,17.2,1.058823529,0.0588235294,65.7,87.5,18.7,7.5,15.9,13.1,11.9,2.3,6.9,15.9,13.3,1
Wolfsburg,2.176470588,15.3,1.294117647,0.0294117647,54,79.6,27.6,12.2,17.6,20.8,13.4,2.6,6.1,13.9,13.2,2
Bayer Leverkusen,1.852941176,16.3,2.235294118,0.117647059,51.4,69.9,35.3,8.8,21.3,21.1,17.9,3,5.7,14.1,15.1,4
Borussia M.Gladbach,1.588235294,12.6,1.588235294,0.0588235294,53,82.7,22.5,15.4,18.1,16.9,12.2,1.8,5.1,13.1,13.1,3
Hoffenheim,1.441176471,14.8,1.941176471,0.0588235294,49.3,73.2,30.1,13.4,24.6,19.1,17.7,2.4,5,12.1,17.2,8
Schalke 04,1.205882353,12.4,1.882352941,0.117647059,50.6,77,26.9,15.7,18.6,17.2,15.2,2.6,4.5,13.4,14.2,6
Borussia Dortmund,1.382352941,16.7,1.588235294,0,53.3,76.7,28.7,8.6,21.7,16.9,13.3,3.5,5.6,11.7,12.6,7
Augsburg,1.264705882,13.5,1.794117647,0.0882352941,51.8,75.1,30.1,13.5,20,17,16.3,2.9,4.4,10.9,15.6,5
Eintracht Frankfurt,1.617647059,12.6,2.470588235,0.0882352941,49.5,73.3,28.3,12.7,22.1,20,16.7,2.8,5.1,9.8,17,9
Mainz 05,1.323529412,12.9,1.558823529,0.0588235294,49.3,73.8,30.3,14.2,16.9,17.7,14.6,2.9,4.3,11.7,15.3,11
Werder Bremen,1.470588235,12.2,1.970588235,0.0588235294,44.9,67.3,31.2,14.8,20.1,21,17.3,2.1,5,9.5,14.7,10
FC Koln,1.029411765,10.8,1.411764706,0.0588235294,44.3,73.5,26.7,13.8,19.1,13.1,12.4,2.3,3.7,10.3,12.2,12
Hamburger SV,0.735294118,10.8,2.441176471,0.147058824,47.9,70.2,32.2,14.6,22.2,18.5,18.2,2,3.3,10,14.4,16
Freiburg,1.088235294,11.4,1.852941176,0.117647059,48.8,74,23.4,15.4,17.5,15.6,14.5,2.3,4.6,12.3,14.1,17
Paderborn,0.941176471,13.4,1.5,0.0882352941,45.3,71.4,30.3,14.5,20.6,20.2,14.2,2.1,4.1,13.3,16.1,18
Hannover 96,1.176470588,11.3,2.117647059,0.147058824,50.4,73.9,36,13.6,17.3,15.6,16.7,2.4,4.2,10.1,14.5,13
VfB Stuttgart,1.235294118,12.1,1.676470588,0.147058824,48,73.9,24.9,13.8,20.7,17.5,14.5,1.9,4.1,11.7,14.9,14
Hertha Berlin,1.058823529,8.8,2.117647059,0.117647059,42.6,69.2,26.7,12.6,21.9,18.1,17.3,2.6,3.2,10.5,15.3,15
Bayern Munich,2.764705882,18.7,1.323529412,0.0588235294,66.2,88.3,20.4,8.9,16.6,9.5,12,1.9,7.6,20.3,13.4,1
Borussia Dortmund,2.352941176,18.1,1.264705882,0.0588235294,52.3,77.8,30.1,9.8,23.6,16.4,13.6,3.1,7.2,16.1,14.1,2
Borussia M.Gladbach,1.735294118,12.6,1.470588235,0.0882352941,54,83.8,23.6,15.6,17.8,15.8,10.6,1.9,5,18.9,11.5,6
Bayer Leverkusen,1.764705882,14.6,2.029411765,0.0588235294,50.3,78.5,33,13.4,19,13.4,15.1,2.4,5.5,16.7,13,4
Schalke 04,1.852941176,14.1,1.558823529,0.147058824,50.4,78.5,30.2,13.4,19.9,16.6,16.3,2.3,5.4,17.4,14.4,3
Wolfsburg,1.852941176,15.4,1.588235294,0.235294118,52.3,78.9,29.4,11.3,21,15,16.1,2.1,5.9,18.2,15.2,5
Mainz 05,1.470588235,13.1,1.558823529,0.117647059,47.9,77.2,30.6,15,21.4,16.2,14.6,3.4,4.8,15.5,14.8,7
Hoffenheim,2.117647059,14.7,1.852941176,0.0588235294,48.5,74.2,27.3,12.9,25,16.1,19.4,3.2,5.8,15.1,16.6,9
Hamburger SV,1.5,14.9,1.588235294,0.0588235294,49.3,76.6,32.5,15.1,21.3,15.3,15.9,1.7,6,18.1,15.6,16
Werder Bremen,1.235294118,10.9,2.147058824,0.0882352941,44,69,34.5,16.6,24.4,16,16.2,2.4,3.9,13.4,14.9,12
Hertha Berlin,1.176470588,11.3,1.647058824,0.0294117647,47.4,75.1,30.5,10.9,23.2,14.2,16.3,2.1,4.4,16.5,16.4,11
Nuernberg,1.088235294,11.6,2.117647059,0.117647059,49,76.2,29.3,17.6,21.4,12.8,15.4,2.5,4.2,16.6,14.5,17
Eintracht Frankfurt,1.176470588,12.7,2.205882353,0.0588235294,50.3,77.6,30.1,14,18.9,14.2,16.4,2.7,4.5,15.1,15.9,13
Augsburg,1.382352941,15.2,1.794117647,0.0294117647,48.7,77,27.4,12.3,21.1,12.6,15.3,2.3,4.7,12.1,15.7,8
Hannover 96,1.352941176,13.8,2.088235294,0.176470588,48.5,75.2,31.8,13.9,18.7,14,17.4,1.5,4.9,14.1,14.4,10
VfB Stuttgart,1.441176471,12,1.794117647,0.147058824,48.3,75.2,27.9,13.7,21.3,16.9,14.9,2.4,4.1,15.2,14.4,15
Freiburg,1.294117647,11,1.823529412,0.117647059,48.8,76,24.2,16.1,20.4,14.3,15.1,2.3,3.8,15,13.2,14
Eintracht Braunschweig,0.852941176,12,1.823529412,0.0588235294,43.9,69.6,29.8,16.2,22,12.4,16.4,3,3.5,14.1,17.1,18
Bayern Munich,2.882352941,17.1,1.029411765,0.0294117647,60.6,87.3,14.9,8.2,18.1,14.4,13,3.5,7.5,13.4,15,1
Bayer Leverkusen,1.911764706,16.4,1.794117647,0.0588235294,50.1,79,19.9,12.2,22.9,21.1,15.3,2.9,6.5,13.1,13.1,3
Borussia Dortmund,2.382352941,16.1,1.205882353,0.117647059,54.3,80.9,17.2,9.7,25.4,16.9,13.4,2.8,6.5,11.5,15.4,2
Freiburg,1.323529412,13.1,1.647058824,0.0882352941,52.2,77.8,16.8,12.2,20.4,21.3,15.2,2.7,4.8,15.9,16.7,5
Schalke 04,1.705882353,14.6,1.588235294,0.0882352941,51.9,79.4,17.1,11.2,24.3,20.8,14.8,1.9,5.8,13.6,13.3,4
Wolfsburg,1.382352941,11.4,1.735294118,0.117647059,50.5,79.4,17.1,12.4,24.1,19.7,17.5,2.9,4.4,12.5,15.5,11
Hamburger SV,1.235294118,12.9,1.970588235,0.117647059,52.7,77.5,20.8,15.3,22.6,21.7,17.7,2.9,4.8,12,13.2,7
Eintracht Frankfurt,1.441176471,12.6,1.764705882,0.0882352941,52.4,78,19.5,12.8,21.3,18.1,15.4,3.5,3.9,11.2,15.9,6
Mainz 05,1.235294118,10.8,2.029411765,0.117647059,50.3,78,17.2,12.1,23.7,19.9,15.1,3.5,3.4,11.5,14.5,13
Borussia M.Gladbach,1.323529412,10.4,1.676470588,0.0294117647,49.2,77.9,19.2,15.3,20,15.5,13.4,2.7,3.7,10.9,13.2,8
Werder Bremen,1.470588235,14.6,1.617647059,0.176470588,50,77.6,17.5,11.7,24.1,19.8,16.1,1.7,4.9,13.1,15.3,14
Nuernberg,1.147058824,11.1,2,0.0588235294,46.5,75.5,16.1,13.4,21.7,15.7,17.1,1.8,3.9,11.6,16.6,10
VfB Stuttgart,1.029411765,11.3,2.088235294,0.205882353,49.5,77.2,16,14.7,25.8,20.9,16.5,3,4.3,11.9,15.6,12
Hannover 96,1.764705882,10.6,2.205882353,0.117647059,47.4,74.5,16.8,15.1,19.9,18.2,15.7,2.1,4.1,7.6,14.4,9
Augsburg,0.970588235,13.9,2,0.0588235294,47.8,75.6,19.7,12.1,22.9,19.3,16.6,2.2,4.4,10.2,15.5,15
Fortuna Duesseldorf,1.147058824,9.3,2.235294118,0.0882352941,44,75,14.3,14.2,25.8,19.9,15.2,2.5,3.1,9.6,16.6,17
Hoffenheim,1.235294118,12.3,2.117647059,0.147058824,46.7,75.4,17,13.1,24.1,17.8,17,3.4,4.5,12.3,16.1,16
Greuther Fuerth,0.764705882,10.9,2.147058824,0.176470588,43.8,72.5,14.5,13.7,26.2,18,19.1,3.1,3.6,9.9,14.7,18
Borussia Dortmund,2.352941176,16.6,1,0.0588235294,53.3,78.8,12.8,9.6,26,19.4,13.3,3.8,6.3,13.4,13.6,1
Bayern Munich,2.264705882,15.7,1.235294118,0.0882352941,60.3,86.1,10.4,8.4,19.7,19.5,13.9,3,6.2,15.7,15.4,2
Schalke 04,2.176470588,13.7,1.852941176,0.0588235294,51.3,78.9,13,13.1,23.2,27.6,16.3,2.6,5.6,13.9,14.7,3
Borussia M.Gladbach,1.441176471,13,1.441176471,0.0294117647,54.2,80.5,13.4,11.5,21,21.5,12.6,2,5,11.2,14.4,4
Werder Bremen,1.441176471,14.9,1.911764706,0.147058824,50.8,78.7,9.1,13.8,25.6,24.9,16.1,3.4,4.6,16.4,17.4,9
Bayer Leverkusen,1.588235294,12.9,1.382352941,0.117647059,52.1,79.2,14.2,13.6,19.5,22.5,14.6,2.8,5.5,13.3,15.9,5
VfB Stuttgart,1.852941176,13.9,1.794117647,0.117647059,51.7,78.2,11.5,15.1,22.4,21.7,16.1,2.9,5.7,11.9,15.1,6
Mainz 05,1.382352941,12.6,1.441176471,0.0588235294,48.9,74.2,11.7,12.1,25.9,21.8,17.1,4.1,4.4,13.8,14.1,13
Freiburg,1.323529412,12,1.676470588,0.0294117647,49,75.2,11.2,13.3,21.8,23.8,17,2.7,4.3,12.7,16.1,12
Hamburger SV,1.029411765,13.2,1.882352941,0.0588235294,52,78.5,12.5,14.5,22.6,20.7,17.4,3.4,4.8,16.6,17.1,15
Wolfsburg,1.382352941,12.4,1.852941176,0.117647059,45.9,70.9,14,12.1,24.4,18.6,19.9,2.2,4.8,10.8,14.5,8
Hoffenheim,1.205882353,13.4,2.058823529,0.0882352941,50,77.8,10.7,12.4,26.4,20,19,3.4,4.3,16.6,16.7,11
Augsburg,1.058823529,11.4,1.970588235,0.0588235294,45.1,72.3,11.8,14.1,22.7,22.4,16.6,2.9,3.9,11.9,17.2,14
Hannover 96,1.205882353,12.2,1.882352941,0.0882352941,48.9,73.8,12.7,13.6,19.9,20.9,16.2,2.9,4.1,11.7,14.6,7
Nuernberg,1.117647059,12.6,2.117647059,0.0588235294,46.9,72.5,13.2,11,22.2,21.9,17.2,3.3,4.1,11.9,16.6,10
Hertha Berlin,1.117647059,11.1,1.882352941,0.235294118,45.9,75.3,11.2,14.8,23.6,23.1,15.2,3.3,3.8,11.8,16.3,16
Kaiserslautern,0.705882353,12.6,2.029411765,0.117647059,48.2,75.1,13.1,14.3,21.9,18.1,17.7,3.2,4.1,11.7,14.7,18
FC Koln,1.147058824,8.9,1.970588235,0.176470588,45.6,75,9.5,15.5,21.6,21.4,15.5,3.1,3.3,10.6,15.1,17
Bayern Munich,2.382352941,15,1.264705882,0.0588235294,58.1,83.4,5.3,11.4,21.2,14,12.6,3.3,6,12.5,15.9,3
Borussia Dortmund,1.970588235,16.9,1.147058824,0.0294117647,51.4,75.1,7.9,9.1,25.4,19.4,14.8,3.7,6.9,9.6,14.7,1
Mainz 05,1.529411765,12.4,1.588235294,0.0294117647,50.4,74.1,8.8,12.6,26.4,20.9,16.5,4.1,4.6,12.2,16.4,5
Bayer Leverkusen,1.882352941,14,1.617647059,0.0294117647,54,78.5,8.9,9.3,21.5,17.5,15,2.4,5.1,10.1,18,2
Hamburger SV,1.352941176,12.5,1.558823529,0.0588235294,53.4,79.9,6.1,11.9,21.8,16.4,14.8,3.3,4.4,15.1,16.5,8
VfB Stuttgart,1.764705882,13.7,1.882352941,0.117647059,48.8,76,7.2,14.9,21.6,19.5,15.6,2.8,5.2,11.2,16.3,12
Hoffenheim,1.470588235,14.1,1.794117647,0.117647059,50.4,74.4,6.5,12.9,25.4,17.6,19.2,3.6,5.1,11.4,15.6,11
Kaiserslautern,1.411764706,13.5,1.735294118,0.117647059,48.5,72.1,9.4,13.3,21.5,17.1,18.6,2.8,4.4,10.9,13.7,7
Werder Bremen,1.382352941,13.5,1.970588235,0.117647059,51.9,75.9,8,12.5,21.6,18.7,16.7,2.9,4.9,12.7,16.1,13
Schalke 04,1.117647059,11.5,1.5,0.117647059,51.4,78.5,6.7,13,19.9,17.4,17.1,2.1,4.1,11,14.2,14
Wolfsburg,1.264705882,11.9,2.088235294,0.0588235294,49.4,75,8,14.4,20.7,16,17.5,4.2,4.1,8.7,15.1,15
Nuernberg,1.382352941,13.5,1.852941176,0.0882352941,48.8,72.6,9.2,10.4,21.5,14.2,16.4,2.2,4.4,11.3,17.4,6
Eintracht Frankfurt,0.911764706,11.4,2.147058824,0.0882352941,50.6,75.8,8.6,14.4,19.9,20,15.1,3.2,3.6,8.3,16.2,17
Borussia M.Gladbach,1.411764706,12.8,1.470588235,0.235294118,44.9,71.1,10.7,14.7,22.9,17.3,15.6,3.6,5,7.6,14.3,16
Hannover 96,1.441176471,10.9,1.588235294,0.147058824,46.7,67.3,7.6,13.3,20.1,15.3,17.5,3.2,4.3,8.1,14.1,4
FC Koln,1.382352941,11.5,2.323529412,0.0294117647,45.6,71,6.7,15.8,21.4,15.7,18.2,2.8,4.2,7.7,16,10
Freiburg,1.205882353,10.7,1.352941176,0.0882352941,47.5,70.9,6.6,14.4,18.7,18.3,16.4,3.3,3.4,8,14.2,9
St. Pauli,1.029411765,12.2,1.647058824,0.147058824,48.1,68.3,10.4,13.6,22.3,17.4,16.6,2.6,3.9,8.8,15.4,18
Bayern Munich,2.117647059,14.6,1.294117647,0.0294117647,57.9,83.6,6.5,11,20.9,13.5,15.1,3.7,6.3,11.7,15.7,1
Werder Bremen,2.088235294,15.6,1.529411765,0.0588235294,53.3,78.4,7.2,10.5,20.5,17.1,16.4,4,6.3,10.1,17.2,3
Bayer Leverkusen,1.911764706,15.8,1.970588235,0.0882352941,53,78.2,8.7,8.3,21.4,17.6,16.4,2.7,6.3,9.5,17.8,4
Borussia Dortmund,1.588235294,14.5,1.470588235,0,49.6,74.3,9.2,11.8,27.2,21,16,3,5.8,8.3,14.3,5
Wolfsburg,1.882352941,14.3,1.794117647,0.0294117647,49.5,78.8,5.6,17.4,22.8,13.1,15.6,3.9,5.4,9.5,14.2,8
Schalke 04,1.558823529,12.1,1.764705882,0.0294117647,48.7,75,7.8,10.6,21.9,14.7,21,2.6,4.3,8.3,15.9,2
Hamburger SV,1.647058824,14.3,1.647058824,0.0882352941,54.4,79.6,5.7,12.6,20.3,15.5,18.3,3.7,5.6,11.5,18.4,7
VfB Stuttgart,1.5,14.5,2.088235294,0.0588235294,52.5,77.3,8.8,12,18.6,15.9,16.4,2.5,5.4,10.9,16.4,6
Hoffenheim,1.294117647,13.5,1.911764706,0.0882352941,51.4,76.8,7.2,10.5,23.4,19.5,18.4,3.5,3.9,10.4,19.3,11
Mainz 05,1.058823529,10.1,1.735294118,0.117647059,48.1,74.9,7,14.4,22.1,20.2,17.5,3.4,3.7,7.1,16,9
Hertha Berlin,1,12.8,1.676470588,0.0588235294,48.7,74.7,8.3,13.6,22.1,16.4,14,2.9,4.6,10,16.1,18
Eintracht Frankfurt,1.382352941,12.1,1.823529412,0.147058824,50.5,77.5,9.4,13.6,19.4,16.1,17.8,2.9,4.1,8.6,18.5,10
Borussia M.Gladbach,1.264705882,13.2,1.411764706,0.0294117647,46.5,75.8,7.6,16.9,22.6,15.7,16.7,3.4,4.7,9.6,14.8,12
Nuernberg,0.941176471,12.5,1.588235294,0.0588235294,49.6,76.7,5.8,13.5,22.3,15.2,15.5,3.2,3.9,9.3,16.1,16
FC Koln,0.970588235,9.5,2.058823529,0.117647059,48,74.7,5.8,13.8,19.1,18,17.3,2.9,3.3,7.2,16.1,13
Freiburg,1.029411765,11.7,1.529411765,0.045.3,73.3,7.3,14.9,19.9,11.8,18,3.5,3.7,7.3,14.1,14,
Hannover 96,1.264705882,12.2,1.882352941,0.0882352941,49,75.1,4.9,12.8,20.1,17.5,18.1,2.4,4.3,7.7,15.9,15
Bochum,0.970588235294117610.8,2.029411765,0.117647059,43.9,72.5,6,2,15.8,21.5,15.9,17,2.3,3.2,7.4,16.4,17
Paris Saint-Germain,2.263157895,15,1.921052632,0.184210526,60.1,89.5,9.5,10,16,9.8,12.2,1.7,5.7,12.9,11.3,2
Lille,1.684210526,12.8,1.763157895,0.0526315789,52.6,83.5,15.8,8.9,17.2,11.2,12.8,1.7,4.8,10.7,11.8,1
Lyon,2.131578947,16.1,1.578947368,0.263157895,53.6,84.7,14.3,11.6,15.4,10.9,12.7,1.7,6.2,12.6,11.6,4
Monaco,2,12.8,1.947368421,0.184210526,54.2,82.7,16.5,8.6,19.3,11.5,12.8,1.8,4.6,8.1,12.4,3
Rennes,1.368421053,13.5,2.105263158,0.131578947,56.8,85.6,16.9,9.7,15.4,9.5,13.2,0.9,4.3,10.7,12.8,6
Metz,1.157894737,11.5,2.157894737,0.105263158,46.9,79.8,16.1,12.6,18,15,13.6,1.3,3.7,10,12.5,10
